名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
金都经典会所,体育休闲服务,娱乐场所,KTV,人民南路2002佳宁娜时尚购物广场5-6层,广东省,深圳市,罗湖区,114.1144934,22.53960326
深圳香格里拉大酒店-大堂酒廊,体育休闲服务,娱乐场所,酒吧,建设路1002号深圳香格里拉大酒店1层,广东省,深圳市,罗湖区,114.11283,22.53624905
深圳香格里拉大酒店-冠军酒吧餐厅,体育休闲服务,娱乐场所,酒吧,建设路1002号深圳香格里拉大酒店2层,广东省,深圳市,罗湖区,114.11283,22.53624905
喜多多儿童娱乐城,体育休闲服务,娱乐场所,夜总会,建设路房地产大厦3层,广东省,深圳市,罗湖区,114.1134539,22.53727451
翡翠明珠俱乐部-预订,体育休闲服务,娱乐场所,KTV,春风路1号新都酒店4-6层,广东省,深圳市,罗湖区,114.1127477,22.53849886
爱卡仕酒吧,体育休闲服务,娱乐场所,酒吧,春风路4001号新都酒店,广东省,深圳市,罗湖区,114.1127467,22.53845386
音乐在线氧吧KTV(春风路店),体育休闲服务,娱乐场所,KTV,人民南路2002号佳宁娜时尚购物广场D座4层,广东省,深圳市,罗湖区,114.1144934,22.53960326
花样年华,体育休闲服务,娱乐场所,KTV,广场路25号罗湖商业城F2,广东省,深圳市,罗湖区,114.1142134,22.53246341
歌声里K吧(春风路店),体育休闲服务,娱乐场所,KTV,人民南路2002春风路佳宁娜时尚购物广场东侧D座4层,广东省,深圳市,罗湖区,114.1153939,22.54007403
BNK量贩式KTV,体育休闲服务,娱乐场所,KTV,春风路3038号置地广场3层,广东省,深圳市,罗湖区,114.116019,22.53972062
音乐在线主题氧吧KTV(罗湖店),体育休闲服务,娱乐场所,KTV,人民南路2002号佳宁娜友谊广场D区1-4楼,广东省,深圳市,罗湖区,114.1153389,22.53945702
新治会商务会所,体育休闲服务,娱乐场所,酒吧,和平路1161号,广东省,深圳市,罗湖区,114.1104562,22.5386701
Champs Bar&Grill,体育休闲服务,娱乐场所,酒吧,建设路1002号火车站东侧深圳香格里拉大酒店,广东省,深圳市,罗湖区,114.1133458,22.53600049
梦之恋音乐酒吧,体育休闲服务,娱乐场所,酒吧,新银座大厦二楼,广东省,深圳市,罗湖区,114.1149543,22.53823175
碰上吧,体育休闲服务,娱乐场所,酒吧,港逸豪庭4层,广东省,深圳市,罗湖区,114.1068903,22.53677188
音乐在线KTV,体育休闲服务,娱乐场所,KTV,春风路3042号附近,广东省,深圳市,罗湖区,114.1156644,22.54006428
BandKKTV,体育休闲服务,娱乐场所,KTV,置地广场3楼,广东省,深圳市,罗湖区,114.1161843,22.53972278
优皮士酒吧,体育休闲服务,娱乐场所,酒吧,春风路3038号置地广场1层,广东省,深圳市,罗湖区,114.1159439,22.53977855
六本木酒吧,体育休闲服务,娱乐场所,酒吧,一号,广东省,深圳市,罗湖区,114.1161442,22.53897779
ROMA鸡尾酒吧,体育休闲服务,娱乐场所,酒吧,南湖路2007-3号置地场A45B,广东省,深圳市,罗湖区,114.116015,22.5401426
D&G酒吧,体育休闲服务,娱乐场所,酒吧,置地广场D&G酒吧春风路北侧置地广场首层A08(近金光华广场),广东省,深圳市,罗湖区,114.1158607,22.53987047
歌声星,体育休闲服务,娱乐场所,KTV,人民南路1065号附近,广东省,深圳市,罗湖区,114.114204,22.53946002
深圳君悦会,体育休闲服务,娱乐场所,夜总会,宝安南路1881号华润君悦酒店C栋1-3楼,广东省,深圳市,罗湖区,114.1064885,22.54022744
金融汇Club,体育休闲服务,娱乐场所,娱乐场所,人民南路2002号佳宁娜广场6层,广东省,深圳市,罗湖区,114.1149442,22.53927768
金碧辉凤会所,体育休闲服务,娱乐场所,娱乐场所,春风路与船步路出口交叉口南50米,广东省,深圳市,罗湖区,114.1161513,22.5388448
魔力魔术,体育休闲服务,娱乐场所,娱乐场所,人民南路2031-6号,广东省,深圳市,罗湖区,114.1134647,22.53996736
赌石,体育休闲服务,娱乐场所,娱乐场所,人民南路2002号佳宁娜广场1楼(地铁国贸站),广东省,深圳市,罗湖区,114.1147659,22.5395835
罗湖汝南实业股份有限公司会所,体育休闲服务,娱乐场所,娱乐场所,沿河南路1118号,广东省,深圳市,罗湖区,114.1160431,22.53810474
Crazy六本木,体育休闲服务,娱乐场所,酒吧|公司企业,春风路3033号一号1楼(近火车站),广东省,深圳市,罗湖区,114.1162394,22.53892288
看海酒吧,体育休闲服务,娱乐场所,酒吧,海港路1号附近双拥码头斜对面,广东省,深圳市,龙岗区,114.4865983,22.53668722
海滨骑行俱乐部,体育休闲服务,娱乐场所,娱乐场所,海港路与海滨南路交叉口西南50米,广东省,深圳市,龙岗区,114.4855235,22.537086
丽景皇家会所,体育休闲服务,娱乐场所,娱乐场所,丽景海湾酒店旁边,广东省,深圳市,龙岗区,114.487051,22.53446169
游乐游艺区,体育休闲服务,娱乐场所,娱乐场所,前湾一路1号深圳前海周大福全球商品购物中心F2,广东省,深圳市,南山区,113.8961836,22.52404351
金碧辉煌,体育休闲服务,娱乐场所,KTV,桂庙路62号顺天大厦1-3层,广东省,深圳市,南山区,113.9161737,22.52789217
鼎尚国际娱乐KTV会所,体育休闲服务,娱乐场所,KTV,前海路1128号南岗商务大厦1-5层,广东省,深圳市,南山区,113.91067,22.53011011
向南村长者康乐中心,体育休闲服务,娱乐场所,娱乐场所,向南村西街66号,广东省,深圳市,南山区,113.9125472,22.52684303
Rain,体育休闲服务,娱乐场所,酒吧,海德二道308-6号,广东省,深圳市,南山区,113.9230354,22.52333641
酷党量贩KTV(南山店),体育休闲服务,娱乐场所,KTV,南海大道2748号深圳书城南山城6层,广东省,深圳市,南山区,113.9249863,22.52231409
钻石(南光路),体育休闲服务,娱乐场所,酒吧,南光路65-11,广东省,深圳市,南山区,113.9221608,22.52409838
慕情,体育休闲服务,娱乐场所,酒吧,南光路126-3,广东省,深圳市,南山区,113.9233561,22.52532095
天籁音乐工厂(南山店),体育休闲服务,娱乐场所,KTV,学府路107,广东省,深圳市,南山区,113.9204552,22.53011098
闪耀咖啡酒吧,体育休闲服务,娱乐场所,酒吧,南光路西鸿瑞花园3期25-1,广东省,深圳市,南山区,113.9223387,22.52412218
东华酒店东华会KTV,体育休闲服务,娱乐场所,KTV,南海大道东华园2307号山东大厦3层,广东省,深圳市,南山区,113.9234991,22.52406284
大灰狼(中润·百分百公寓南),体育休闲服务,娱乐场所,酒吧,南海大道3003-3-1,广东省,深圳市,南山区,113.9235828,22.52866454
Home Bar,体育休闲服务,娱乐场所,酒吧,海德二道308-11-1号,广东省,深圳市,南山区,113.9230214,22.52374941
Diamond CLUB,体育休闲服务,娱乐场所,酒吧,南光路65-9号附近,广东省,深圳市,南山区,113.9222987,22.52410322
百合酒吧,体育休闲服务,娱乐场所,酒吧,南光路鹏都大厦A座2楼,广东省,深圳市,南山区,113.9232392,22.52534909
风易CLUB,体育休闲服务,娱乐场所,酒吧,向南瑞风大厦1层(A1入口处),广东省,深圳市,南山区,113.9203644,22.5272642
航线酒吧,体育休闲服务,娱乐场所,酒吧,南光路与桂庙路交叉口东北150米,广东省,深圳市,南山区,113.9231361,22.52709414
Sakura Bar,体育休闲服务,娱乐场所,酒吧,海德二道308-7号,广东省,深圳市,南山区,113.9229614,22.52356949
枫叶日式酒吧,体育休闲服务,娱乐场所,酒吧,南海大道东华园2307号深圳东华假日酒店3楼,广东省,深圳市,南山区,113.923737,22.52401955
天籁村量贩式KTV娱乐城,体育休闲服务,娱乐场所,KTV,南山大道2010-2022号康乐大厦(学府路人人乐旁边),广东省,深圳市,南山区,113.9206321,22.53005179
Bar Yiyi Tomorrow,体育休闲服务,娱乐场所,酒吧,海德二道328号,广东省,深圳市,南山区,113.9225447,22.52291499
YIYI TOMOrrow Bar,体育休闲服务,娱乐场所,酒吧,海德二道328号,广东省,深圳市,南山区,113.9224847,22.52293906
Lai Bar,体育休闲服务,娱乐场所,酒吧,海德二道308-1号附近,广东省,深圳市,南山区,113.9229395,22.52296553
深圳东华假日酒店行政酒廊,体育休闲服务,娱乐场所,酒吧,南海大道东华园2307号深圳东华假日酒店9层,广东省,深圳市,南山区,113.9236071,22.52406371
莱纳时尚KTV(向前路店),体育休闲服务,娱乐场所,KTV,向南路商业街综合楼2-4楼,广东省,深圳市,南山区,113.9167338,22.52492981
猫树里,体育休闲服务,娱乐场所,酒吧,南海大道3676,广东省,深圳市,南山区,113.9249029,22.52981288
Kirara Girls Bar,体育休闲服务,娱乐场所,酒吧,鸿瑞花园三期25,广东省,深圳市,南山区,113.9223237,22.52426419
娃娃机(岁宝百货),体育休闲服务,娱乐场所,娱乐场所,滨海大道西端1号岁宝百货1F层,广东省,深圳市,南山区,113.9226234,22.52686174
楼上upstairs清吧,体育休闲服务,娱乐场所,酒吧,学府路桂庙新村74号二楼,广东省,深圳市,南山区,113.9257164,22.52899589
易码真人密室逃脱,体育休闲服务,娱乐场所,娱乐场所,桂庙路向南瑞峰群楼3楼B区3016室(地铁11号线南山站E出口旁),广东省,深圳市,南山区,113.9230481,22.52860717
笼里多密室逃脱,体育休闲服务,娱乐场所,娱乐场所,山东大厦c座1601(靠近荔园大厦),广东省,深圳市,南山区,113.923628,22.52495865
博佳机器人俱乐部(文心一路),体育休闲服务,娱乐场所,娱乐场所,海德二道245华彩新天地1层,广东省,深圳市,南山区,113.9250304,22.52092509
上天台吧,体育休闲服务,娱乐场所,娱乐场所,南山大道1159号向南商业楼三楼(南山派出所旁),广东省,深圳市,南山区,113.9181193,22.52625948
LUCKYS音乐清吧,体育休闲服务,娱乐场所,酒吧,学府路学府花园哈佛园商铺负1楼(交通银行西20米处),广东省,深圳市,南山区,113.9214928,22.52989187
童梦亲子乐园,体育休闲服务,娱乐场所,娱乐场所,南山街道南光路鸿瑞花园19栋一层街铺1011号,广东省,深圳市,南山区,113.9221059,22.52395445
逃脱反斗城全机关精品密室逃脱(南山店),体育休闲服务,娱乐场所,娱乐场所,桂庙路22号向南瑞峰B座3楼3023(地铁11号线南山站E2出口),广东省,深圳市,南山区,113.9214349,22.52772104
莱纳时尚潮流夜店(向南村商业街),体育休闲服务,娱乐场所,迪厅,南山大道向南商业街29号(原焦点俱乐部),广东省,深圳市,南山区,113.9166348,22.52543187
Popolo Bar,体育休闲服务,娱乐场所,酒吧,海德二道308-9号,广东省,深圳市,南山区,113.9229744,22.52361547
新年酒店-棋牌室,体育休闲服务,娱乐场所,娱乐场所,南山大道3003号阳光华艺大厦2栋新年酒店,广东省,深圳市,南山区,113.9235688,22.52806259
隐家,体育休闲服务,娱乐场所,酒吧,南光路与海德二道交叉口西南50米,广东省,深圳市,南山区,113.921944,22.52246369
深圳新余商会会所,体育休闲服务,娱乐场所,娱乐场所,桂庙路30号,广东省,深圳市,南山区,113.9180892,22.52785344
乐启桌游(深大店),体育休闲服务,娱乐场所,娱乐场所,学府路厚德品园南山网吧二楼,广东省,深圳市,南山区,113.9262151,22.52893725
电玩区,体育休闲服务,娱乐场所,娱乐场所,南海大道2746号海雅缤纷广场F8,广东省,深圳市,南山区,113.9242538,22.52168302
歌宴量贩式KTV(海岸店),体育休闲服务,娱乐场所,KTV,文心五路33号海岸城西座3层,广东省,深圳市,南山区,113.931847,22.52147253
BBFLY(海岸城店),体育休闲服务,娱乐场所,KTV,文心四路34号海岸城西座F3层206/307B/308-313/315-317,广东省,深圳市,南山区,113.931847,22.52147253
sector club,体育休闲服务,娱乐场所,酒吧,科园路1002号A8音乐大厦裙楼2层,广东省,深圳市,南山区,113.9338268,22.52534224
Chill酒吧,体育休闲服务,娱乐场所,酒吧,软件产业基地6栋1层5号,广东省,深圳市,南山区,113.9357507,22.52595502
金钻娱乐俱乐部KTV,体育休闲服务,娱乐场所,KTV,粤海街道软件产业基地六栋一层05号铺,广东省,深圳市,南山区,113.9359844,22.52593962
Chill Bar,体育休闲服务,娱乐场所,酒吧,后海海天一路软件产业基地6栋1楼(春天里对面),广东省,深圳市,南山区,113.9357647,22.52614398
利歌宴自助式KTV(天利名城购物中心),体育休闲服务,娱乐场所,KTV,海德三道85号天利名城购物中心F4层L4-01,广东省,深圳市,南山区,113.930713,22.52132226
咪哒(海岸城东座),体育休闲服务,娱乐场所,KTV,海德三道15号海岸城东座F1层,广东省,深圳市,南山区,113.9329799,22.52110177
安音乐酒吧,体育休闲服务,娱乐场所,酒吧,学府路桂庙新村72号西部百货对面,广东省,深圳市,南山区,113.9287582,22.52952277
朵夫LOUNGE BAR,体育休闲服务,娱乐场所,酒吧,海云路与海天一路交叉口西100米,广东省,深圳市,南山区,113.9355868,22.52725924
LILAC酒吧,体育休闲服务,娱乐场所,酒吧,桂庙新村31栋6号店铺,广东省,深圳市,南山区,113.9270205,22.52915917
艾尔伦酒吧,体育休闲服务,娱乐场所,酒吧,桂庙新村25栋,广东省,深圳市,南山区,113.9270195,22.52927117
喜福荟(Joy Luck Club)音乐现场,体育休闲服务,娱乐场所,酒吧,海德一道88号中洲控股中心1楼五个盒子B3-B6,广东省,深圳市,南山区,113.9287807,22.52088309
欢乐颂,体育休闲服务,娱乐场所,KTV,学府路桂庙新村西部校园百货里面,广东省,深圳市,南山区,113.9284474,22.5296532
海岸真人密室逃脱,体育休闲服务,娱乐场所,娱乐场所,粤海街道办海德三道199号天利中央广场A座25楼2511室,广东省,深圳市,南山区,113.9291634,22.52155952
娃娃机(海岸城东座),体育休闲服务,娱乐场所,娱乐场所,海德三道15号海岸城东座F2层,广东省,深圳市,南山区,113.9324784,22.52107656
狼人杀主题吧,体育休闲服务,娱乐场所,娱乐场所,"学府路桂庙新村22-3(百姓渔村附近,百世快递左右边/朗泰建材旁)",广东省,深圳市,南山区,113.9266388,22.52948867
沙画,体育休闲服务,娱乐场所,娱乐场所,后海滨路3019号OKmall潮流广场F1,广东省,深圳市,南山区,113.933923,22.52090926
木棉花酒店大堂吧,体育休闲服务,娱乐场所,酒吧,海德三道3001号,广东省,深圳市,南山区,113.9423327,22.5219541
琉璃时光(红树西岸店),体育休闲服务,娱乐场所,娱乐场所,深湾一路1号红树西岸花园,广东省,深圳市,南山区,113.9609693,22.52534746
觉品自由JUST FREE,体育休闲服务,娱乐场所,酒吧,白石路东8号(欢乐海岸购物中心1层),广东省,深圳市,南山区,113.9843523,22.52843749
柏悦汇KTV会所(欢乐海岸店),体育休闲服务,娱乐场所,KTV,海园二路3号,广东省,深圳市,福田区,113.987717,22.52655446
欢乐海岸深蓝秘境水秀表演,体育休闲服务,娱乐场所,娱乐场所,白石路东8号欢乐海岸水秀剧场,广东省,深圳市,福田区,113.9880432,22.52504554
蓝汐精品酒店-酒吧,体育休闲服务,娱乐场所,酒吧,白石路东8号,广东省,深圳市,福田区,113.987655,22.52777159
品味品位烟斗雪茄会所,体育休闲服务,娱乐场所,酒吧,欢乐海岸东区曲水街1栋G区,广东省,深圳市,福田区,113.9872062,22.52705398
麦克风量贩式KTV(下沙店),体育休闲服务,娱乐场所,KTV,上沙一路中苑城4层,广东省,深圳市,福田区,114.0249524,22.52729097
蓝调酒吧(福荣路),体育休闲服务,娱乐场所,酒吧,福荣路68-31号,广东省,深圳市,福田区,114.0188699,22.52780062
夜巴黎酒吧,体育休闲服务,娱乐场所,酒吧,下沙八坊60号,广东省,深圳市,福田区,114.0235065,22.52852181
友情酒吧(祠堂后街),体育休闲服务,娱乐场所,酒吧,下沙村四坊75-1号,广东省,深圳市,福田区,114.0216446,22.52777792
101酒吧(祠堂后街),体育休闲服务,娱乐场所,酒吧,下沙村五坊69-1号,广东省,深圳市,福田区,114.0220218,22.52767289
生生BAR,体育休闲服务,娱乐场所,酒吧,下沙村七坊9栋1号,广东省,深圳市,福田区,114.0236283,22.52616058
夜明珠酒吧(东头村路),体育休闲服务,娱乐场所,酒吧,沙头街道下沙村七坊7号楼,广东省,深圳市,福田区,114.0230795,22.52627006
